iter	RMSE
169	142.9324977
170	142.0878003
171	142.0186629
172	141.5341243
173	141.4526983
174	140.9214625
175	140.7530325
176	140.3491425
177	140.1829107
178	140.1132383
179	140.0438333
180	138.8174415
181	137.8586857
182	137.048689
183	136.7578106
184	136.6808739
185	136.2559942
186	135.7333899
187	135.2667998
188	135.1931735
189	134.7846425
190	134.6451304
191	134.2400706
192	133.7996842
193	133.6001713
194	133.3307584
195	133.2635438
196	133.1693515
197	132.6586378
198	132.4370468
199	132.1792767
200	131.4724616
201	131.4134936
202	130.5998402
203	130.5356218
204	130.2090622
205	129.916285
206	129.8551227
207	129.2238132
208	129.1569051
209	128.7039207
210	128.5968461
211	128.5428705
212	128.4904829
213	128.305321
214	128.2168403
215	128.0002427
216	127.5588906
217	126.5305908
218	126.483159
219	126.341012
220	126.2886902
221	125.7123198
222	124.8826158
223	124.2637379
224	124.2168792
225	124.1395232
226	123.8109208
227	122.6253727
228	122.2117872
229	121.8630794
230	121.3089905
231	121.2622838
232	120.172073
233	119.6011117
234	119.5502164
235	118.8406095
236	118.7971331
237	118.4496592
238	118.3040699
239	118.2604957
240	117.6273364
241	117.3187594
242	117.0948961
243	116.6723318
244	116.0014723
245	115.6279277
246	115.4725748
247	115.2501358
248	115.1869376
249	114.4151928
250	114.3486731
251	114.3048293
252	114.2636603
253	113.9414051
254	113.4709082
255	113.1402916
256	113.1043064
257	112.9607087
258	112.561562
259	112.0145248
260	111.1972297
261	111.1396065
262	110.5008842
263	109.9803506
264	109.5042273
265	109.4627618
266	109.4248251
267	109.2234085
268	108.4214979
269	108.0857797
270	108.0426485
271	108.0077204
272	107.8478562
273	107.1741766
274	106.972285
275	106.9391165
276	106.4468275
277	105.956998
278	105.2159942
279	104.7618381
280	104.6356857
281	104.6058639
282	104.54941
283	104.0179498
284	103.6744706
285	103.0836213
286	102.448577
287	102.1764063
288	101.8217732
289	101.7865357
290	101.6275844
291	101.5047682
292	101.0203311
293	100.9891641
294	100.5277577
295	100.47325
296	100.4445574
297	100.415886
298	99.90071529
299	99.77624065
300	99.53721457
301	99.08328384
302	99.05366819
303	98.65312627
304	98.43489599
305	98.10876312
306	97.47575574
307	97.40023712
308	96.82967738
309	96.52042951
310	96.49474594
311	96.42486157
312	96.23628808
313	96.19025631
314	95.77566195
315	95.74586936
316	95.11616833
317	95.06869558
318	94.73555392
319	94.70923275
320	94.27325634
321	94.24703459
322	94.09092408
323	93.45544902
324	93.10567018
325	93.03062374
326	92.8464635
327	92.6235805
328	92.59782215
329	92.33644316
330	92.3142876
331	92.03878477
332	91.84781006
333	91.55343593
334	91.35282412
335	91.18695878
336	91.1571833
337	90.92545017
338	90.90338027
339	90.7938708
340	90.76944414
341	90.23688391
342	89.79118565
343	89.77260142
344	89.49108985
345	89.07476773
346	88.69008774
347	88.6609053
348	88.39728606
349	88.28405889
350	88.21007878
351	88.18497813
352	87.92613437
353	87.81190707
354	87.57390869
355	87.48542385
356	87.37435363
357	87.3571237
358	86.83359378
359	86.67946324
360	86.55217688
361	86.09916913
362	85.8908719
363	85.69570727
364	85.61141798
365	85.51451544
366	85.3725521
367	85.16630777
368	84.86093661
369	84.63014914
370	84.48908748
371	84.28861025
372	84.26544007
373	84.24438149
374	84.05885699
375	84.04162273
376	83.97543597
377	83.55122923
378	83.29942067
379	83.26314309
380	82.70717904
381	82.33373019
382	82.23350327
383	82.19206761
384	81.55119049
385	81.53379028
386	81.46269025
387	81.12261767
388	81.10310605
389	80.69436435
390	80.04874574
391	80.02546384
392	79.53020955
393	79.02383997
394	78.86852327
395	78.76204072
396	78.7449696
397	78.5711565
398	78.25377037
399	78.12010236
400	78.10117959
401	78.08169495
402	77.83496904
403	77.67656759
404	77.50155312
405	77.34118053
406	77.15500249
407	76.90925979
408	76.70723717
409	76.45268566
410	76.36261524
411	76.34695096
412	76.02362026
413	76.00259636
414	75.8021419
415	75.78493106
416	75.53201258
417	75.34531823
418	75.25900896
419	75.18753223
420	74.91193405
421	74.79660971
422	74.6430532
423	74.5272976
424	74.39002258
425	74.34353243
426	74.32713274
427	73.99902424
428	73.98282234
429	73.75349427
430	73.57002937
431	73.32237993
432	73.30843803
433	73.2886226
434	73.08396472
435	72.87653498
436	72.80983756
437	72.79852973
438	72.78448531
439	72.31942524
440	72.30647243
441	72.06525482
442	71.71183891
443	71.6450976
444	71.51115682
445	71.37274244
446	71.27454275
447	71.25451325
448	71.2298303
449	71.21331524
450	71.19932824
451	71.06830184
452	70.98936708
453	70.91583128
454	70.45919877
455	70.44595319
456	70.15393083
457	70.06536004
458	69.90350257
459	69.73514986
460	69.50258301
461	68.99288294
462	68.92833125
463	68.61360085
464	68.53060645
465	68.51572458
466	68.30948677
467	68.29616413
468	67.91679098
469	67.79354962
470	67.74963418
471	67.53041628
472	67.30718575
473	67.25356769
474	67.02697593
475	67.01141479
476	66.79222374
477	66.6950226
478	66.54063883
479	66.4109312
480	66.14376404
481	66.03530083
482	65.94846436
483	65.93760335
484	65.82268978
485	65.62197562
486	65.28764589
487	65.16885612
488	65.06444317
489	65.05255854
490	64.90377598
491	64.79726341
492	64.62495006
493	64.38638093
494	64.21887439
495	63.88857738
496	63.66671784
497	63.54138202
498	63.32138716
499	63.2340136
500	62.9534098
501	62.84187214
502	62.82760765
503	62.74359966
504	62.71913842
505	62.70438646
506	62.51981347
507	62.44516676
508	62.32965864
509	62.20850203
510	62.18181244
511	62.14511818
512	61.78823892
513	61.77629974
514	61.71914204
515	61.71142505
516	61.64962794
517	61.438226
518	61.42450502
519	61.21080748
520	61.17068578
521	61.12460895
522	60.94483439
523	60.84280429
524	60.83044254
525	60.65371925
526	60.64520882
527	60.54458649
528	60.47391996
529	60.4141575
530	60.40151789
531	60.35671343
532	60.34390476
533	60.33643946
534	60.12694231
535	60.04326158
536	59.896549
537	59.88781113
538	59.75977583
539	59.72376317
540	59.43564138
541	59.28182555
542	59.17728554
543	59.05894441
544	58.98008793
545	58.65344564
546	58.64488971
547	58.50862259
548	58.30690409
549	58.29734071
550	58.2567423
551	57.99124002
552	57.88250914
553	57.78324414
554	57.66459859
555	57.65683219
556	57.58751127
557	57.57913323
558	57.5324712
559	57.50575106
560	57.471928
561	57.46168543
562	57.39501723
563	57.3716082
564	57.3345649
565	57.22073885
566	57.21152176
567	57.0442387
568	56.87193575
569	56.8644312
570	56.69819481
571	56.35910833
572	56.0458168
573	56.0183043
574	55.81880514
575	55.81110812
576	55.62926717
577	55.62205298
578	55.4355866
579	55.29843878
580	55.17470885
581	55.08757134
582	55.04601279
583	55.03738656
584	54.94235882
585	54.76864577
586	54.73545094
587	54.66499862
588	54.65679995
589	54.55573326
590	54.48239941
591	54.44445995
592	54.27133727
593	54.22611572
594	54.10849515
595	54.04057052
596	54.0321689
597	54.0243997
598	53.87432653
599	53.7081891
600	53.57620995
601	53.51121006
602	53.39349515
603	53.31227054
604	53.2619569
605	53.07595093
606	53.06799305
607	53.04044607
608	52.90798141
609	52.84771528
610	52.68939797
611	52.53929535
612	52.53189155
613	52.524917
614	52.47505239
615	52.33252374
616	52.10223344
617	52.03551133
618	51.99673172
619	51.98897793
620	51.83818398
621	51.77110476
622	51.71625396
623	51.70844625
624	51.68668655
625	51.4228226
626	51.25284658
627	51.10935626
628	51.03563801
629	50.96460137
630	50.87989346
631	50.82858137
632	50.71077767
633	50.6426739
634	50.59226346
635	50.4480606
636	50.44275721
637	50.38808771
638	50.28600145
639	50.16966429
640	50.12101439
641	49.9910988
642	49.73921636
643	49.70817309
644	49.60631983
645	49.59742169
646	49.50195003
647	49.47591675
648	49.42808317
649	49.24402114
650	49.23596591
651	49.14803177
652	49.14167995
653	49.11094772
654	49.0829399
655	48.92347971
656	48.75688487
657	48.74351846
658	48.68912631
659	48.56885642
660	48.37716675
661	48.37040502
662	48.21170641
663	48.20089387
664	47.96140657
665	47.92701427
666	47.53581183
667	47.44548791
668	47.34932318
669	47.25167083
670	47.18067067
671	47.11570109
672	47.05864344
673	46.95449611
674	46.77848191
675	46.77020803
676	46.73053841
677	46.72418179
678	46.68996567
679	46.4642217
680	46.3367791
681	46.3262024
682	46.32084439
683	46.07082909
684	46.06445306
685	46.05838281
686	46.05103853
687	45.90040086
688	45.7957599
689	45.75954823
690	45.71435067
691	45.57154561
692	45.56530497
693	45.50756544
694	45.42822721
695	45.38237096
696	45.36431228
697	45.35857438
698	45.31451597
699	45.31070737
700	45.14955855
701	45.06400105
702	44.76244359
703	44.74164665
704	44.67902094
705	44.67451619
706	44.63479419
707	44.40558055
708	44.28011123
709	44.20052011
710	44.19543569
711	44.18069877
712	44.04019896
713	43.97451689
714	43.82289586
715	43.76259757
716	43.63435817
717	43.62969757
718	43.56111636
719	43.55448169
720	43.5013633
721	43.42633073
722	43.38073106
723	43.37560193
724	43.26089668
725	43.15468608
726	43.13180157
727	43.07116732
728	42.98026368
729	42.86536695
730	42.84101353
731	42.81114802
732	42.80637379
733	42.7367433
734	42.7292277
735	42.61519194
736	42.48878699
737	42.38171115
738	42.37389721
739	42.36933785
740	42.31236792
741	42.20733102
742	42.2026065
743	42.11511648
744	42.11128481
745	41.96673422
746	41.91735083
747	41.91294467
748	41.86894693
749	41.77681858
750	41.70804602
751	41.53936204
752	41.47123407
753	41.41339554
754	41.19972858
755	41.11460461
756	41.10847363
757	40.96619117
758	40.93992942
759	40.93543041
760	40.81520249
761	40.71568349
762	40.67983425
763	40.67228471
764	40.54174066
765	40.53523518
766	40.27686269
767	40.20861158
768	40.14306428
769	40.1088736
770	40.07117114
771	40.00938337
772	39.82911925
773	39.79853155
774	39.79374044
775	39.77506956
776	39.7224549
777	39.70446877
778	39.64125747
779	39.63596837
780	39.57600577
781	39.46870035
782	39.39630805
783	39.30607441
784	39.10501427
785	39.1008905
786	39.09526853
787	38.92384047
788	38.88015513
789	38.85977216
790	38.78703927
791	38.78155636
792	38.77646468
793	38.69333895
794	38.60906435
795	38.54451441
796	38.35439412
797	38.2366608
798	38.21998147
799	38.21737924
800	38.13375914
801	38.13063203
802	38.02439095
803	37.98972589
804	37.78171713
805	37.66009711
806	37.65685043
807	37.58289392
808	37.57912827
809	37.43879045
810	37.38721838
811	37.34012086
812	37.33661544
813	37.21326402
814	37.15853232
815	37.09104614
816	36.9991683
817	36.91226753
818	36.90944282
819	36.90473705
820	36.8400363
821	36.8363531
822	36.78286893
823	36.76694053
824	36.68151923
825	36.54422501
826	36.40596171
827	36.3527325
828	36.23742124
829	36.19017093
830	36.1641796
831	36.07029176
832	36.03147972
833	36.02870592
834	35.97505939
835	35.90511336
836	35.82481447
837	35.6739762
838	35.67049564
839	35.58230491
840	35.51222365
841	35.49509183
842	35.49117151
843	35.4784892
844	35.45162465
845	35.29694799
846	35.29318763
847	35.14727792
848	35.04424804
849	35.04132247
850	35.03167794
851	35.02871111
852	34.95654902
853	34.9478755
854	34.94463916
855	34.8866616
856	34.77841964
857	34.72421188
858	34.72135529
859	34.67794343
860	34.60883496
861	34.54114275
862	34.40005945
863	34.33238138
864	34.26290619
865	34.13108656
866	34.06032059
867	34.05801897
868	34.04376301
869	33.94027918
870	33.86168408
871	33.86026366
872	33.8557163
873	33.84475585
874	33.79604017
875	33.718586
876	33.67456805
877	33.65094792
878	33.64905049
879	33.6190916
880	33.57061132
881	33.44901643
882	33.40540361
883	33.40151504
884	33.26337626
885	33.24519294
886	33.17010645
887	33.14132478
888	33.0189789
889	33.01555167
890	32.94930697
891	32.92407394
892	32.92073747
893	32.7936618
894	32.76742657
895	32.76375329
896	32.72858158
897	32.60895523
898	32.60411646
899	32.55626964
900	32.51366661
901	32.45885368
902	32.32963171
903	32.3088981
904	32.29161148
905	32.23242619
906	32.19650506
907	32.19182493
908	32.18170017
909	32.17931357
910	32.1768039
911	32.17397764
912	32.16817162
913	31.99138007
914	31.92509197
915	31.9220658
916	31.88897118
917	31.82880052
918	31.78164033
919	31.61218409
920	31.59702192
921	31.59453607
922	31.56789052
923	31.54480764
924	31.54124127
925	31.4814887
926	31.37613422
927	31.27399026
928	31.27252855
929	31.19676777
930	31.17529512
931	31.17212457
932	31.17045539
933	31.12122408
934	31.09933638
935	31.09695933
936	31.09395416
937	31.09193867
938	31.07341054
939	31.03576375
940	31.03251136
941	31.02994857
942	31.00697748
943	31.00479542
944	30.97641753
945	30.89330156
946	30.82884918
947	30.766005
948	30.72144377
949	30.61068358
950	30.58791999
951	30.50440153
952	30.41277535
953	30.38905418
954	30.33808512
955	30.33628306
956	30.31884666
957	30.289711
958	30.20576061
959	30.06946169
960	30.03884622
961	29.99150093
962	29.94124749
963	29.81809053
964	29.78808281
965	29.70362852
966	29.70202093
967	29.658169
968	29.60235687
969	29.52810339
970	29.48369401
971	29.45809119
972	29.410706
973	29.36015895
974	29.24790832
975	29.21372378
976	29.17180951
977	29.1592162
978	29.09297317
979	29.090571
980	29.04860665
981	29.0467982
982	29.01949043
983	28.98125193
984	28.89216828
985	28.84348019
986	28.80829725
987	28.80529984
988	28.74820828
989	28.72754331
990	28.68213124
991	28.64785795
992	28.48409049
993	28.46276555
994	28.46117334
995	28.34619587
996	28.3331041
997	28.27771205
998	28.16957456
999	28.1534398
1000	28.13095811
1001	28.09512138
1002	28.07030706
1003	28.06842679
1004	28.04115956
1005	28.0387743
1006	27.9129809
1007	27.87731867
1008	27.82719316
1009	27.74222159
1010	27.67997364
1011	27.67804964
1012	27.66566002
1013	27.63403853
1014	27.60394416
1015	27.55430117
1016	27.43910817
1017	27.36095829
1018	27.28881213
1019	27.23579293
1020	27.23313243
1021	27.17944145
1022	27.17707188
1023	27.11755152
1024	27.09407072
1025	27.0753411
1026	27.06166137
1027	27.02274207
1028	26.98176899
1029	26.96436935
1030	26.96196656
1031	26.94850721
1032	26.91060226
1033	26.90820335
1034	26.88088125
1035	26.84525353
1036	26.80985862
1037	26.7186427
1038	26.69559179
1039	26.68869365
1040	26.65843747
1041	26.53274369
1042	26.52279033
1043	26.51264117
1044	26.48531702
1045	26.46646032
1046	26.46407377
1047	26.35420931
1048	26.28869547
1049	26.24704668
1050	26.24572801
1051	26.24332344
1052	26.24107389
1053	26.17042098
1054	26.03854585
1055	25.96538652
1056	25.96285296
1057	25.95532408
1058	25.86908656
1059	25.78657353
1060	25.76343751
1061	25.7217885
1062	25.71476765
1063	25.70914055
1064	25.60582749
1065	25.54391943
1066	25.5133705
1067	25.504697
1068	25.48448534
1069	25.45356529
1070	25.44365534
1071	25.38903289
1072	25.38642595
1073	25.34084087
1074	25.3378217
1075	25.32599061
1076	25.32207294
1077	25.27294547
1078	25.24136118
1079	25.23916899
1080	25.21776006
1081	25.1716395
1082	25.09100448
1083	25.08098022
1084	25.05978768
1085	25.05778083
1086	25.03220642
1087	24.96186975
1088	24.94722755
1089	24.94558296
1090	24.8615434
1091	24.85144485
1092	24.84956894
1093	24.76466896
1094	24.76293167
1095	24.76129958
1096	24.73111057
1097	24.69755972
1098	24.65865727
1099	24.65655849
1100	24.65533781
1101	24.63300649
1102	24.58156301
1103	24.55162259
1104	24.50932565
1105	24.47762058
1106	24.46495011
1107	24.40536289
1108	24.29142551
1109	24.2418725
1110	24.07235094
1111	24.040954
1112	23.99736667
1113	23.96375466
1114	23.96127601
1115	23.95882355
1116	23.93904627
1117	23.90521297
1118	23.85620664
1119	23.78789928
1120	23.71644143
1121	23.69565089
1122	23.66204842
1123	23.65711284
1124	23.6355013
1125	23.62259834
1126	23.59675678
1127	23.58653067
1128	23.58453777
1129	23.51599833
1130	23.48157926
1131	23.42403846
1132	23.34454797
1133	23.25940092
1134	23.21213308
1135	23.1887219
1136	23.16543111
1137	23.08483537
1138	23.04093633
1139	22.98161807
1140	22.95790499
1141	22.95376585
1142	22.87902569
1143	22.81659593
1144	22.79830663
1145	22.78801569
1146	22.78628255
1147	22.78098835
1148	22.76781636
1149	22.70760806
1150	22.70554855
1151	22.69080945
1152	22.6296533
1153	22.54401224
1154	22.42391183
1155	22.42195313
1156	22.39124745
1157	22.33090743
1158	22.30087603
1159	22.28480528
1160	22.28197085
1161	22.23429812
1162	22.20209643
1163	22.17600555
1164	22.16446798
1165	22.16269062
1166	22.16001827
1167	22.15334575
1168	22.09070417
1169	22.07151328
1170	22.06094231
1171	22.0144648
1172	21.95846719
1173	21.95677253
1174	21.9242024
1175	21.87924687
1176	21.84620451
1177	21.84429919
1178	21.8191368
1179	21.81600297
1180	21.8076695
1181	21.79684358
1182	21.75630955
1183	21.74159276
1184	21.7296454
1185	21.68821314
1186	21.6469267
1187	21.64330427
1188	21.64119018
1189	21.59309699
1190	21.57082247
1191	21.54460069
1192	21.53016231
1193	21.45279802
1194	21.37083595
1195	21.34414729
1196	21.29265824
1197	21.2695593
1198	21.24678669
1199	21.23572116
1200	21.23421735
1201	21.1831287
1202	21.16992043
1203	21.13781977
1204	21.06518028
1205	21.06399395
1206	20.99960791
1207	20.95799927
1208	20.95481088
1209	20.95338913
1210	20.91232028
1211	20.89903337
1212	20.86027296
1213	20.84569342
1214	20.78985029
1215	20.78135522
1216	20.75858242
1217	20.75716066
1218	20.74608318
1219	20.74491235
1220	20.73814148
1221	20.73668535
1222	20.71204081
1223	20.69707232
1224	20.64693126
1225	20.64206545
1226	20.61096731
1227	20.60553726
1228	20.60440363
1229	20.54268012
1230	20.53149775
1231	20.50970629
1232	20.48323738
1233	20.47121613
1234	20.43666824
1235	20.43479306
1236	20.42371994
1237	20.42250251
1238	20.42139075
1239	20.42006933
1240	20.41494682
1241	20.38265256
1242	20.34741904
1243	20.3466449
1244	20.3421655
1245	20.32940247
1246	20.30230533
1247	20.28892047
1248	20.28759226
1249	20.28665687
